Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
55,Travel_Rarely,18722,2,56166,Research & Development,14,4,Medical,1,254,3,Male,5,Research Director,Single,3,0,3,3,24,2,No,No
34,Travel_Frequently,9547,3,28641,Research & Development,2,1,Life Sciences,1,256,4,Male,2,Manufacturing Director,Married,3,0,2,2,10,1,No,No
51,Travel_Rarely,13734,2,41202,Research & Development,3,3,Medical,1,258,4,Female,4,Healthcare Representative,Single,3,0,6,3,7,1,No,No
52,Travel_Rarely,19999,3,59997,Research & Development,1,4,Life Sciences,1,259,3,Male,5,Manager,Married,3,1,5,3,33,11,No,No
27,Travel_Rarely,2279,2,6837,Research & Development,9,3,Medical,1,260,4,Female,1,Research Scientist,Single,3,0,2,2,7,0,No,No
35,Travel_Rarely,5916,3,17748,Research & Development,23,2,Life Sciences,1,261,2,Male,2,Manufacturing Director,Married,3,0,1,3,1,0,Yes,Yes
43,Non-Travel,2089,4,6267,Research & Development,7,3,Medical,1,262,4,Male,1,Research Scientist,Divorced,3,3,3,4,5,2,No,No
45,Non-Travel,16792,4,67168,Research & Development,2,2,Medical,1,264,1,Male,4,Manager,Married,4,1,1,3,20,11,No,No
37,Travel_Rarely,3564,1,10692,Research & Development,21,3,Life Sciences,1,267,2,Male,1,Research Scientist,Married,3,1,3,2,8,1,Yes,No
35,Travel_Frequently,4425,2,13275,Research & Development,2,3,Medical,1,269,2,Female,2,Laboratory Technician,Single,3,0,5,3,6,1,No,No
42,Non-Travel,5265,3,15795,Research & Development,21,2,Medical,1,270,3,Female,2,Manufacturing Director,Divorced,3,1,5,3,5,0,No,No
38,Travel_Rarely,6553,3,19659,Research & Development,2,4,Life Sciences,1,271,4,Male,2,Manufacturing Director,Married,3,0,3,3,1,0,No,No
38,Travel_Rarely,6261,4,18783,Research & Development,29,3,Technical Degree,1,273,4,Male,2,Manufacturing Director,Married,3,1,3,1,7,1,No,No
27,Travel_Frequently,4298,1,12894,Research & Development,1,1,Technical Degree,1,274,3,Male,2,Manufacturing Director,Married,3,1,1,3,2,2,No,No
49,Non-Travel,6804,4,20412,Research & Development,18,4,Life Sciences,1,275,4,Male,2,Manufacturing Director,Divorced,3,2,0,3,7,1,Yes,No
34,Travel_Frequently,3815,3,11445,Research & Development,10,4,Medical,1,277,4,Male,1,Research Scientist,Divorced,3,1,4,4,5,2,Yes,No
40,Travel_Rarely,2741,4,8223,Research & Development,19,2,Medical,1,281,3,Male,2,Laboratory Technician,Married,3,1,2,4,7,3,Yes,No
38,Travel_Rarely,6673,1,20019,Research & Development,29,1,Medical,1,282,2,Male,2,Healthcare Representative,Married,3,0,2,3,1,0,Yes,Yes
29,Travel_Rarely,7639,4,30556,Sales,27,3,Marketing,1,283,2,Female,3,Sales Executive,Married,4,3,3,2,10,1,No,Yes
22,Travel_Rarely,2328,2,6984,Research & Development,5,3,Life Sciences,1,284,4,Male,1,Research Scientist,Divorced,3,1,2,2,4,2,Yes,No
36,Travel_Frequently,2153,4,6459,Research & Development,18,1,Medical,1,286,2,Female,1,Laboratory Technician,Single,3,0,2,3,8,1,No,No
40,Non-Travel,4876,4,14628,Research & Development,9,5,Life Sciences,1,287,4,Male,2,Healthcare Representative,Married,3,1,5,1,3,0,No,No
46,Travel_Rarely,9396,1,28188,Research & Development,1,4,Medical,1,288,4,Male,3,Healthcare Representative,Divorced,3,1,3,3,4,0,No,No
32,Travel_Rarely,10400,4,31200,Sales,4,4,Medical,1,291,4,Male,3,Sales Executive,Married,3,0,2,2,14,9,No,Yes
30,Non-Travel,8474,3,33896,Research & Development,1,1,Life Sciences,1,292,3,Male,3,Manufacturing Director,Single,4,0,2,3,11,5,No,No
27,Travel_Frequently,9981,3,29943,Sales,20,3,Life Sciences,1,293,4,Female,2,Sales Executive,Single,3,0,2,3,7,0,No,No
51,Travel_Rarely,12490,2,37470,Research & Development,8,4,Life Sciences,1,296,2,Male,3,Research Director,Married,3,2,5,1,10,4,No,No
30,Travel_Rarely,2657,1,7971,Research & Development,3,3,Technical Degree,1,297,4,Female,1,Research Scientist,Single,3,0,5,3,5,0,Yes,Yes
41,Travel_Rarely,13591,4,40773,Sales,6,3,Life Sciences,1,298,4,Female,3,Manager,Single,3,0,3,3,1,0,Yes,No
30,Travel_Frequently,6696,1,20088,Sales,26,4,Marketing,1,299,3,Female,2,Sales Executive,Single,3,0,5,2,6,0,No,Yes
29,Travel_Rarely,2058,3,6174,Research & Development,1,3,Technical Degree,1,300,3,Male,1,Research Scientist,Single,3,0,1,2,6,1,No,Yes
45,Non-Travel,8865,4,26595,Sales,6,3,Medical,1,302,4,Female,3,Sales Executive,Single,3,0,2,3,19,12,No,No
54,Travel_Rarely,5940,1,17820,Sales,3,3,Marketing,1,303,4,Female,2,Sales Executive,Married,3,1,4,3,6,0,No,No
36,Travel_Rarely,5914,2,17742,Research & Development,5,2,Life Sciences,1,304,4,Male,2,Laboratory Technician,Single,3,0,3,4,13,3,No,No
33,Travel_Rarely,2622,2,10488,Research & Development,4,4,Medical,1,305,3,Female,1,Research Scientist,Married,4,0,3,3,3,1,No,No
37,Travel_Frequently,12185,4,36555,Research & Development,11,3,Other,1,306,2,Male,3,Research Director,Divorced,3,3,1,3,10,0,Yes,No
38,Travel_Rarely,10609,3,31827,Sales,3,3,Life Sciences,1,307,1,Male,3,Sales Executive,Divorced,3,2,6,2,16,5,No,No
31,Non-Travel,4345,3,13035,Research & Development,1,4,Medical,1,308,3,Male,2,Manufacturing Director,Married,3,1,2,3,5,1,No,No
59,Travel_Rarely,2177,4,6531,Research & Development,3,3,Life Sciences,1,309,3,Male,1,Research Scientist,Married,3,1,6,3,1,0,No,No
37,Travel_Frequently,2793,4,8379,Sales,4,4,Marketing,1,311,1,Male,1,Sales Representative,Divorced,3,1,2,3,9,5,No,No
29,Travel_Frequently,7918,4,23754,Sales,1,1,Medical,1,312,2,Female,3,Sales Executive,Married,3,1,5,3,11,4,No,No
35,Travel_Frequently,8789,3,26367,Sales,1,3,Marketing,1,314,3,Female,3,Sales Executive,Single,3,0,3,4,10,0,No,No
29,Travel_Rarely,2389,4,7167,Research & Development,18,1,Medical,1,315,3,Male,1,Research Scientist,Single,3,0,3,2,4,0,Yes,Yes
52,Travel_Rarely,3212,4,9636,Research & Development,2,3,Life Sciences,1,316,3,Female,1,Laboratory Technician,Single,3,0,3,2,2,2,No,No
42,Travel_Rarely,19232,4,57696,Research & Development,4,2,Technical Degree,1,319,3,Male,5,Manager,Married,3,0,3,3,22,11,No,No
59,Travel_Rarely,2267,3,6801,Human Resources,6,2,Medical,1,321,2,Male,1,Human Resources,Married,3,0,2,2,2,2,No,No
50,Travel_Rarely,19517,4,58551,Sales,1,4,Medical,1,323,4,Female,5,Manager,Divorced,3,1,3,2,7,0,No,No
33,Travel_Rarely,2436,4,7308,Research & Development,14,3,Medical,1,325,3,Male,1,Laboratory Technician,Married,3,1,2,1,5,0,Yes,Yes
43,Travel_Rarely,16064,4,64256,Sales,16,3,Marketing,1,327,4,Female,4,Manager,Married,4,1,3,3,17,1,Yes,No
33,Travel_Rarely,2707,1,10828,Research & Development,2,2,Life Sciences,1,328,1,Female,1,Laboratory Technician,Married,4,0,3,4,9,1,No,Yes
52,Non-Travel,19068,3,57204,Sales,2,4,Life Sciences,1,329,1,Male,5,Manager,Single,3,0,2,4,33,15,Yes,No
32,Travel_Rarely,3931,2,11793,Sales,4,2,Life Sciences,1,330,3,Female,1,Sales Representative,Married,3,1,5,3,4,1,No,No
32,Travel_Rarely,3730,3,11190,Research & Development,1,3,Life Sciences,1,331,4,Male,1,Laboratory Technician,Single,3,0,2,1,3,1,Yes,Yes
39,Travel_Rarely,2232,3,6696,Research & Development,1,4,Medical,1,332,3,Female,1,Laboratory Technician,Divorced,3,3,1,3,3,1,No,No
32,Non-Travel,4465,4,13395,Sales,26,4,Marketing,1,333,3,Male,2,Sales Executive,Married,3,0,2,3,3,2,No,No
41,Travel_Rarely,3072,1,9216,Research & Development,19,2,Life Sciences,1,334,3,Male,2,Research Scientist,Divorced,3,2,2,2,1,0,No,No
40,Travel_Rarely,3319,4,9957,Research & Development,24,2,Technical Degree,1,335,1,Male,2,Research Scientist,Divorced,3,2,3,3,9,4,No,No
45,Travel_Rarely,19202,4,57606,Research & Development,1,3,Other,1,336,3,Male,5,Manager,Married,3,1,2,3,24,1,No,No
31,Travel_Frequently,13675,3,41025,Research & Development,3,4,Medical,1,337,2,Male,3,Research Director,Divorced,3,1,3,3,2,2,No,No
33,Travel_Rarely,2911,4,8733,Research & Development,5,4,Life Sciences,1,338,3,Female,1,Research Scientist,Married,3,1,2,2,2,0,No,No
34,Travel_Rarely,5957,1,17871,Research & Development,2,4,Life Sciences,1,339,4,Male,2,Manufacturing Director,Married,3,1,3,3,11,5,No,No
37,Travel_Rarely,3920,1,11760,Research & Development,1,2,Medical,1,340,3,Female,1,Research Scientist,Married,3,1,2,2,3,0,No,No
45,Travel_Frequently,6434,3,19302,Research & Development,7,4,Life Sciences,1,341,1,Male,2,Manufacturing Director,Married,3,1,1,3,3,0,No,No
37,Travel_Frequently,10048,3,30144,Research & Development,10,3,Medical,1,342,1,Male,3,Manufacturing Director,Divorced,3,2,5,3,1,0,No,Yes
39,Travel_Frequently,10938,3,43752,Research & Development,2,4,Technical Degree,1,343,3,Female,3,Healthcare Representative,Single,4,0,1,3,19,11,No,No
29,Travel_Rarely,2340,4,7020,Research & Development,15,3,Life Sciences,1,346,3,Male,1,Research Scientist,Single,3,0,1,3,6,1,No,No
42,Travel_Rarely,6545,1,19635,Research & Development,17,2,Life Sciences,1,347,4,Female,2,Research Scientist,Single,3,0,1,3,3,0,Yes,No
29,Travel_Rarely,6931,4,20793,Sales,20,2,Marketing,1,349,4,Male,2,Sales Executive,Divorced,3,1,2,3,3,0,No,No
25,Travel_Rarely,4898,3,14694,Research & Development,1,3,Life Sciences,1,350,1,Female,2,Manufacturing Director,Married,3,2,3,3,4,1,No,No
42,Travel_Rarely,2593,1,7779,Research & Development,2,3,Medical,1,351,4,Female,1,Laboratory Technician,Divorced,3,1,4,3,9,7,Yes,No
40,Travel_Rarely,19436,3,58308,Research & Development,2,2,Medical,1,352,1,Male,5,Research Director,Divorced,3,1,5,3,21,3,No,No
51,Travel_Rarely,2723,4,8169,Research & Development,1,3,Life Sciences,1,353,3,Male,1,Research Scientist,Married,3,0,0,2,1,0,No,No
31,Travel_Frequently,3479,2,10437,Research & Development,29,2,Medical,1,355,3,Male,1,Laboratory Technician,Single,3,0,2,4,5,1,No,Yes
32,Travel_Frequently,2794,2,11176,Research & Development,7,3,Life Sciences,1,359,2,Male,1,Laboratory Technician,Married,4,0,3,1,5,0,No,No
38,Non-Travel,5249,4,15747,Sales,2,2,Life Sciences,1,361,4,Male,2,Sales Executive,Married,3,1,0,3,8,7,No,No
32,Travel_Rarely,2176,1,6528,Research & Development,2,1,Technical Degree,1,362,4,Male,2,Laboratory Technician,Single,3,0,5,3,6,0,No,No
46,Travel_Rarely,16872,2,50616,Sales,2,3,Technical Degree,1,363,3,Female,4,Manager,Married,3,1,2,2,7,7,Yes,No
28,Travel_Rarely,3485,3,10455,Research & Development,2,4,Life Sciences,1,364,1,Male,1,Laboratory Technician,Single,3,0,5,1,0,0,No,Yes
29,Travel_Rarely,6644,2,19932,Sales,2,3,Medical,1,366,1,Male,2,Sales Executive,Married,3,2,2,3,0,0,No,No
31,Travel_Rarely,5582,4,22328,Research & Development,23,3,Medical,1,367,2,Male,2,Healthcare Representative,Married,4,1,2,3,9,7,No,No
25,Non-Travel,4000,1,12000,Research & Development,5,2,Life Sciences,1,369,2,Male,2,Healthcare Representative,Divorced,3,2,2,3,6,1,No,No
45,Travel_Rarely,13496,4,40488,Research & Development,20,2,Medical,1,372,3,Male,4,Healthcare Representative,Married,3,0,2,3,20,4,Yes,No
36,Travel_Rarely,3210,4,9630,Research & Development,6,3,Life Sciences,1,373,4,Male,1,Laboratory Technician,Married,3,1,4,3,15,10,No,No
55,Travel_Rarely,19045,1,57135,Research & Development,1,3,Medical,1,374,4,Male,5,Manager,Single,3,0,2,3,36,4,Yes,No
47,Non-Travel,11849,2,35547,Research & Development,29,4,Life Sciences,1,376,1,Male,3,Manager,Married,3,1,2,2,10,9,Yes,Yes
28,Travel_Rarely,2070,4,8280,Research & Development,9,3,Medical,1,377,4,Male,1,Research Scientist,Married,4,1,3,2,5,0,No,No
37,Travel_Rarely,6502,4,19506,Sales,6,4,Medical,1,378,3,Male,2,Sales Executive,Married,3,1,5,4,5,0,No,No
21,Travel_Rarely,3230,3,9690,Research & Development,3,2,Medical,1,379,4,Male,1,Research Scientist,Single,3,0,4,4,3,1,No,No
37,Non-Travel,13603,4,40809,Research & Development,1,4,Medical,1,380,1,Female,3,Research Director,Divorced,3,2,2,3,5,0,Yes,No
35,Travel_Rarely,11996,2,35988,Research & Development,22,3,Life Sciences,1,381,2,Female,3,Manager,Divorced,3,1,6,2,7,6,No,No
38,Travel_Rarely,5605,1,22420,Sales,7,2,Medical,1,382,1,Female,2,Sales Executive,Divorced,4,1,3,3,8,7,Yes,No
26,Travel_Frequently,6397,2,25588,Research & Development,1,3,Life Sciences,1,384,3,Female,2,Manufacturing Director,Divorced,4,1,6,1,6,1,No,No
50,Travel_Rarely,19144,2,57432,Research & Development,4,1,Life Sciences,1,385,1,Male,5,Research Director,Divorced,3,2,4,2,10,1,No,No
53,Travel_Rarely,17584,3,52752,Research & Development,3,4,Medical,1,386,3,Male,4,Research Director,Married,3,3,5,2,5,1,Yes,No
42,Travel_Rarely,4907,3,19628,Sales,1,1,Life Sciences,1,387,2,Male,2,Sales Executive,Married,4,0,3,3,20,11,No,No
29,Travel_Frequently,4554,4,13662,Sales,2,2,Life Sciences,1,388,2,Male,2,Sales Executive,Single,3,0,3,2,10,0,No,No
55,Travel_Rarely,5415,4,16245,Research & Development,20,2,Technical Degree,1,389,2,Male,2,Laboratory Technician,Married,3,1,4,3,10,0,Yes,No
26,Travel_Frequently,4741,1,14223,Research & Development,11,2,Medical,1,390,1,Male,2,Healthcare Representative,Married,3,1,3,3,5,3,Yes,No
37,Travel_Rarely,2115,4,6345,Research & Development,1,3,Life Sciences,1,391,4,Female,1,Research Scientist,Single,3,0,3,3,17,5,No,No
44,Travel_Frequently,3161,3,12644,Research & Development,24,3,Life Sciences,1,392,4,Male,1,Laboratory Technician,Divorced,4,1,0,1,1,0,Yes,Yes
38,Travel_Rarely,5745,4,17235,Research & Development,23,4,Life Sciences,1,393,4,Male,2,Healthcare Representative,Divorced,3,1,2,3,2,1,No,No
26,Travel_Rarely,2373,2,7119,Research & Development,16,4,Medical,1,394,1,Male,1,Laboratory Technician,Divorced,3,1,2,3,3,0,Yes,Yes
28,Travel_Rarely,3310,4,13240,Research & Development,8,2,Life Sciences,1,395,4,Female,1,Research Scientist,Single,4,0,3,3,5,0,No,No
49,Travel_Frequently,18665,1,55995,Research & Development,10,4,Life Sciences,1,396,3,Female,5,Research Director,Single,3,0,4,3,3,1,Yes,No
36,Travel_Rarely,4485,2,13455,Research & Development,3,3,Technical Degree,1,397,3,Male,2,Research Scientist,Single,3,0,2,3,8,7,No,No
31,Travel_Frequently,2789,2,8367,Sales,5,3,Marketing,1,399,4,Female,1,Sales Representative,Divorced,3,1,5,2,2,2,No,No
26,Travel_Rarely,5828,4,17484,Sales,4,4,Marketing,1,401,4,Male,2,Sales Executive,Single,3,0,0,3,8,7,Yes,Yes
37,Travel_Frequently,2326,4,6978,Research & Development,9,3,Medical,1,403,2,Male,1,Research Scientist,Married,3,3,3,2,4,1,Yes,No
42,Travel_Frequently,13525,2,40575,Sales,26,3,Marketing,1,404,3,Female,4,Sales Executive,Married,3,1,2,4,20,4,No,No
18,Travel_Rarely,1420,3,4260,Research & Development,3,3,Life Sciences,1,405,3,Male,1,Laboratory Technician,Single,3,0,2,3,0,0,No,Yes
35,Travel_Rarely,8020,2,24060,Sales,16,3,Marketing,1,406,3,Male,3,Sales Executive,Married,3,2,3,2,11,6,No,No
36,Travel_Frequently,3688,4,11064,Research & Development,18,4,Life Sciences,1,407,3,Male,1,Laboratory Technician,Married,3,2,2,3,1,0,No,No
51,Travel_Rarely,5482,2,16446,Research & Development,2,3,Medical,1,408,4,Male,2,Manufacturing Director,Divorced,3,1,3,3,4,1,No,No
41,Travel_Rarely,16015,2,48045,Sales,2,4,Life Sciences,1,410,4,Male,4,Manager,Single,3,0,2,3,22,0,No,No
18,Travel_Rarely,1200,3,3600,Sales,10,3,Medical,1,411,4,Female,1,Sales Representative,Single,3,0,2,3,0,0,No,No
28,Travel_Rarely,5661,1,16983,Research & Development,16,2,Medical,1,412,2,Male,2,Healthcare Representative,Single,3,0,2,3,8,0,No,No
31,Travel_Rarely,6929,4,20787,Sales,7,3,Technical Degree,1,416,2,Male,2,Sales Executive,Married,3,1,3,2,8,7,No,No
39,Travel_Rarely,9613,4,28839,Research & Development,1,3,Medical,1,417,3,Male,3,Healthcare Representative,Divorced,3,3,5,2,18,3,No,No
36,Non-Travel,5674,2,17022,Research & Development,24,4,Life Sciences,1,419,2,Female,2,Laboratory Technician,Married,3,1,3,3,9,0,No,No
32,Travel_Rarely,5484,3,16452,Sales,7,3,Life Sciences,1,420,4,Male,2,Sales Executive,Married,3,1,3,2,13,4,No,No
38,Travel_Rarely,12061,2,36183,Research & Development,25,2,Life Sciences,1,421,1,Female,3,Research Director,Married,3,1,2,3,10,0,No,No
58,Non-Travel,5660,3,16980,Research & Development,1,4,Life Sciences,1,422,4,Male,2,Healthcare Representative,Divorced,3,1,2,3,5,1,Yes,No
31,Travel_Rarely,4821,4,14463,Research & Development,5,4,Technical Degree,1,423,3,Male,1,Research Scientist,Married,3,1,4,3,5,0,Yes,No
31,Travel_Rarely,6410,1,19230,Human Resources,2,3,Human Resources,1,424,1,Male,2,Human Resources,Married,3,0,1,3,2,1,No,No
45,Travel_Frequently,5210,1,15630,Research & Development,7,3,Life Sciences,1,425,1,Male,3,Laboratory Technician,Divorced,3,1,2,3,24,9,No,No
31,Travel_Rarely,2695,4,8085,Research & Development,2,4,Life Sciences,1,426,3,Male,1,Research Scientist,Divorced,3,1,2,1,2,2,Yes,No
33,Travel_Frequently,11878,2,35634,Research & Development,5,4,Life Sciences,1,428,4,Female,3,Manager,Married,3,2,2,3,10,8,No,No
39,Travel_Rarely,17068,1,51204,Research & Development,10,1,Medical,1,429,3,Male,4,Manager,Married,3,0,3,3,21,11,Yes,No
43,Travel_Frequently,2455,4,7365,Research & Development,10,4,Life Sciences,1,430,3,Female,1,Laboratory Technician,Single,3,0,5,3,8,1,No,No
49,Travel_Rarely,13964,3,41892,Research & Development,1,2,Technical Degree,1,431,3,Female,4,Healthcare Representative,Single,3,0,2,3,7,0,Yes,No
52,Travel_Rarely,4941,2,14823,Research & Development,8,4,Medical,1,433,3,Male,2,Research Scientist,Married,3,0,3,2,8,7,No,Yes
27,Travel_Rarely,2478,2,7434,Research & Development,5,3,Life Sciences,1,434,3,Female,1,Research Scientist,Single,3,0,2,2,4,1,Yes,No
32,Travel_Rarely,5228,2,15684,Sales,8,2,Technical Degree,1,436,3,Female,2,Sales Executive,Married,3,0,2,3,13,11,Yes,No
27,Travel_Rarely,4478,3,13434,Sales,2,3,Life Sciences,1,437,4,Male,2,Sales Executive,Single,3,0,3,3,5,0,Yes,No
31,Travel_Rarely,7547,4,22641,Sales,7,3,Marketing,1,438,4,Male,2,Sales Executive,Divorced,3,3,3,3,7,1,No,No
32,Travel_Rarely,5055,4,15165,Research & Development,2,4,Medical,1,439,1,Female,2,Research Scientist,Single,3,0,0,2,7,0,No,No
28,Travel_Rarely,3464,4,10392,Research & Development,2,4,Medical,1,440,1,Male,1,Research Scientist,Married,3,0,4,2,3,2,Yes,Yes
30,Travel_Rarely,5775,4,17325,Research & Development,28,2,Medical,1,441,4,Female,2,Research Scientist,Married,3,2,2,3,10,1,No,No
31,Travel_Frequently,8943,3,35772,Research & Development,7,2,Life Sciences,1,442,3,Female,3,Manufacturing Director,Married,4,1,2,3,10,8,No,No
39,Travel_Frequently,19272,4,57816,Research & Development,7,2,Medical,1,444,3,Male,5,Manager,Married,3,1,2,3,21,13,No,No
39,Travel_Rarely,5238,3,15714,Sales,3,2,Medical,1,445,4,Female,2,Sales Executive,Married,3,0,3,2,1,0,Yes,Yes
33,Travel_Frequently,4682,4,14046,Sales,10,3,Marketing,1,446,2,Male,2,Sales Executive,Single,3,0,6,2,7,0,No,No
47,Travel_Rarely,18300,3,54900,Research & Development,5,5,Life Sciences,1,447,4,Male,5,Research Director,Married,3,1,2,3,3,1,No,No
43,Travel_Frequently,5257,3,15771,Research & Development,10,4,Life Sciences,1,448,3,Female,2,Laboratory Technician,Divorced,3,1,3,4,9,0,No,No
27,Non-Travel,6349,2,19047,Sales,1,1,Marketing,1,449,3,Male,2,Sales Executive,Married,3,1,0,3,5,1,Yes,No
54,Travel_Frequently,4869,3,14607,Research & Development,20,4,Life Sciences,1,450,4,Female,2,Research Scientist,Single,3,0,4,2,4,0,No,No
43,Travel_Rarely,9985,1,29955,Research & Development,7,3,Life Sciences,1,451,3,Female,3,Healthcare Representative,Married,3,1,1,2,1,0,No,No
45,Travel_Rarely,3697,4,11091,Research & Development,8,4,Other,1,452,4,Male,2,Research Scientist,Married,3,2,3,3,10,9,No,No
40,Travel_Rarely,7457,4,29828,Sales,1,2,Medical,1,453,2,Male,2,Sales Executive,Married,4,3,2,2,4,0,Yes,No
29,Travel_Rarely,2119,1,6357,Research & Development,8,4,Other,1,454,2,Male,1,Laboratory Technician,Married,3,0,4,2,7,0,Yes,Yes
29,Travel_Rarely,3983,4,11949,Research & Development,9,5,Other,1,455,2,Male,1,Laboratory Technician,Single,3,0,2,3,3,2,No,No
30,Travel_Rarely,6118,3,18354,Sales,5,3,Marketing,1,456,4,Female,2,Sales Executive,Divorced,3,3,2,3,10,1,No,No
27,Travel_Rarely,6214,2,18642,Sales,8,4,Marketing,1,458,2,Female,2,Sales Executive,Married,3,1,3,3,8,0,No,No
37,Travel_Rarely,6347,4,19041,Research & Development,5,2,Medical,1,460,4,Male,2,Manufacturing Director,Divorced,3,2,2,2,6,0,No,No
38,Travel_Rarely,11510,4,34530,Research & Development,15,2,Life Sciences,1,461,3,Male,3,Research Director,Divorced,3,1,3,3,11,2,Yes,No
31,Travel_Rarely,7143,4,21429,Research & Development,7,4,Medical,1,462,3,Female,3,Manufacturing Director,Single,3,0,2,2,11,4,Yes,No
29,Travel_Rarely,8268,2,24804,Sales,10,1,Marketing,1,463,4,Female,2,Sales Executive,Divorced,3,2,2,3,7,1,Yes,No
35,Travel_Rarely,8095,2,24285,Research & Development,5,4,Technical Degree,1,464,3,Male,3,Manufacturing Director,Single,3,0,5,3,16,0,No,No
23,Travel_Rarely,2904,4,8712,Research & Development,26,1,Life Sciences,1,465,3,Male,1,Research Scientist,Divorced,3,2,2,2,4,0,No,No
41,Travel_Rarely,6032,2,18096,Research & Development,6,3,Medical,1,466,4,Male,2,Manufacturing Director,Single,3,0,3,3,5,1,Yes,No
47,Travel_Frequently,2976,3,8928,Sales,4,1,Medical,1,467,2,Male,2,Sales Representative,Single,3,0,3,3,0,0,No,No
42,Travel_Rarely,15992,4,47976,Research & Development,23,5,Life Sciences,1,468,1,Female,4,Research Director,Single,3,0,2,3,1,0,No,No
29,Non-Travel,4649,3,13947,Sales,2,3,Life Sciences,1,469,4,Male,2,Sales Executive,Married,3,1,3,2,4,0,No,No
42,Travel_Rarely,2696,3,8088,Human Resources,2,1,Technical Degree,1,470,3,Male,1,Human Resources,Divorced,3,1,5,3,3,1,Yes,No
32,Travel_Rarely,2370,2,7110,Research & Development,2,3,Medical,1,471,3,Female,1,Laboratory Technician,Married,3,1,4,3,8,0,No,No
48,Travel_Rarely,12504,3,50016,Sales,29,1,Medical,1,473,1,Female,3,Manager,Married,4,1,3,1,0,0,No,No
